ship,stw,wind_speed,wind_direction,power_without_wing,power_with_wing,id
FR35-2-Handymax-v2-Opt,12,18,145,2986.68,2770.04,431604
FR35-2-Handymax-v2-Opt,12,18,150,2984.52,2821.7,431605
FR35-2-Handymax-v2-Opt,12,18,155,2983.07,2865.09,431606
FR35-2-Handymax-v2-Opt,12,18,160,2981.88,2899.16,431607
FR35-2-Handymax-v2-Opt,12,18,165,2980.75,2923.11,431608
FR35-2-Handymax-v2-Opt,12,18,170,2978.41,2936.66,431609
FR35-2-Handymax-v2-Opt,12,18,175,2973.62,2941.19,431610
FR35-2-Handymax-v2-Opt,12,18,180,2970.7,2941.44,431611
FR35-2-Handymax-v2-Opt,12,18.5,0,3654.69,3654.69,431612
FR35-2-Handymax-v2-Opt,12,18.5,5,3674.37,3674.37,431613
FR35-2-Handymax-v2-Opt,12,18.5,10,3681.21,3681.21,431614
FR35-2-Handymax-v2-Opt,12,18.5,15,3676.7,3646.4,431615
FR35-2-Handymax-v2-Opt,12,18.5,20,3662.47,3585.81,431616
FR35-2-Handymax-v2-Opt,12,18.5,25,3640.28,3510.81,431617
FR35-2-Handymax-v2-Opt,12,18.5,30,3611.97,3420.03,431618
FR35-2-Handymax-v2-Opt,12,18.5,35,3579.46,3312.68,431619
FR35-2-Handymax-v2-Opt,12,18.5,40,3544.69,3191.67,431620
FR35-2-Handymax-v2-Opt,12,18.5,45,3509.71,3063.78,431621
FR35-2-Handymax-v2-Opt,12,18.5,50,3476.92,2934.9,431622
FR35-2-Handymax-v2-Opt,12,18.5,55,3447,2809.23,431623
FR35-2-Handymax-v2-Opt,12,18.5,60,3417.65,2689.24,431624
FR35-2-Handymax-v2-Opt,12,18.5,65,3386.57,2577.13,431625
FR35-2-Handymax-v2-Opt,12,18.5,70,3351.89,2474.96,431626
FR35-2-Handymax-v2-Opt,12,18.5,75,3312.22,2384.54,431627
FR35-2-Handymax-v2-Opt,12,18.5,80,3268.66,2308.87,431628
FR35-2-Handymax-v2-Opt,12,18.5,85,3224.17,2251.68,431629
FR35-2-Handymax-v2-Opt,12,18.5,90,3181.42,2215.88,431630
FR35-2-Handymax-v2-Opt,12,18.5,95,3142.7,2203.52,431631
FR35-2-Handymax-v2-Opt,12,18.5,100,3109.37,2214.48,431632
FR35-2-Handymax-v2-Opt,12,18.5,105,3081.15,2245.18,431633
FR35-2-Handymax-v2-Opt,12,18.5,110,3057.56,2291.59,431634
FR35-2-Handymax-v2-Opt,12,18.5,115,3038.09,2349.76,431635
FR35-2-Handymax-v2-Opt,12,18.5,120,3022.3,2415.94,431636
FR35-2-Handymax-v2-Opt,12,18.5,125,3009.81,2486.66,431637
FR35-2-Handymax-v2-Opt,12,18.5,130,3000.24,2558.73,431638
FR35-2-Handymax-v2-Opt,12,18.5,135,2993.19,2629.29,431639
FR35-2-Handymax-v2-Opt,12,18.5,140,2988.21,2696.03,431640
FR35-2-Handymax-v2-Opt,12,18.5,145,2984.83,2756.98,431641
FR35-2-Handymax-v2-Opt,12,18.5,150,2982.55,2810.49,431642
FR35-2-Handymax-v2-Opt,12,18.5,155,2980.91,2855.23,431643
FR35-2-Handymax-v2-Opt,12,18.5,160,2979.5,2890.1,431644
FR35-2-Handymax-v2-Opt,12,18.5,165,2978.08,2914.29,431645
FR35-2-Handymax-v2-Opt,12,18.5,170,2975.01,2927.62,431646
FR35-2-Handymax-v2-Opt,12,18.5,175,2969.52,2931.86,431647
FR35-2-Handymax-v2-Opt,12,18.5,180,2966.34,2932.01,431648
FR35-2-Handymax-v2-Opt,12,19,0,3676.48,3676.48,431649
FR35-2-Handymax-v2-Opt,12,19,5,3696.97,3696.97,431650
FR35-2-Handymax-v2-Opt,12,19,10,3704.02,3704.02,431651
FR35-2-Handymax-v2-Opt,12,19,15,3699.2,3667.36,431652
FR35-2-Handymax-v2-Opt,12,19,20,3684.25,3603.84,431653
FR35-2-Handymax-v2-Opt,12,19,25,3661.02,3525.06,431654
FR35-2-Handymax-v2-Opt,12,19,30,3631.48,3429.55,431655
FR35-2-Handymax-v2-Opt,12,19,35,3597.66,3316.49,431656
FR35-2-Handymax-v2-Opt,12,19,40,3561.64,3189.35,431657
FR35-2-Handymax-v2-Opt,12,19,45,3525.62,3055.33,431658
FR35-2-Handymax-v2-Opt,12,19,50,3492.16,2920.45,431659
FR35-2-Handymax-v2-Opt,12,19,55,3461.56,2788.87,431660
FR35-2-Handymax-v2-Opt,12,19,60,3431.23,2663.1,431661
FR35-2-Handymax-v2-Opt,12,19,65,3398.75,2545.52,431662
FR35-2-Handymax-v2-Opt,12,19,70,3362.14,2438.31,431663
FR35-2-Handymax-v2-Opt,12,19,75,3320.05,2343.48,431664
FR35-2-Handymax-v2-Opt,12,19,80,3274.19,2264.57,431665
FR35-2-Handymax-v2-Opt,12,19,85,3227.71,2205.58,431666
FR35-2-Handymax-v2-Opt,12,19,90,3183.42,2169.6,431667
FR35-2-Handymax-v2-Opt,12,19,95,3143.71,2158.74,431668
FR35-2-Handymax-v2-Opt,12,19,100,3109.66,2172.19,431669
FR35-2-Handymax-v2-Opt,12,19,105,3080.87,2205.92,431670
FR35-2-Handymax-v2-Opt,12,19,110,3056.81,2255.72,431671
FR35-2-Handymax-v2-Opt,12,19,115,3036.97,2317.48,431672
FR35-2-Handymax-v2-Opt,12,19,120,3020.9,2387.3,431673
FR35-2-Handymax-v2-Opt,12,19,125,3008.22,2461.57,431674
FR35-2-Handymax-v2-Opt,12,19,130,2998.53,2536.97,431675
FR35-2-Handymax-v2-Opt,12,19,135,2991.4,2610.58,431676
FR35-2-Handymax-v2-Opt,12,19,140,2986.34,2680.02,431677
FR35-2-Handymax-v2-Opt,12,19,145,2982.86,2743.27,431678
FR35-2-Handymax-v2-Opt,12,19,150,2980.44,2798.63,431679
FR35-2-Handymax-v2-Opt,12,19,155,2978.58,2844.69,431680
FR35-2-Handymax-v2-Opt,12,19,160,2976.91,2880.34,431681
FR35-2-Handymax-v2-Opt,12,19,165,2975.15,2904.73,431682
FR35-2-Handymax-v2-Opt,12,19,170,2971.27,2917.83,431683
FR35-2-Handymax-v2-Opt,12,19,175,2965.08,2921.79,431684
FR35-2-Handymax-v2-Opt,12,19,180,2961.64,2921.83,431685
FR35-2-Handymax-v2-Opt,12,19.5,0,3698.61,3698.61,431686
FR35-2-Handymax-v2-Opt,12,19.5,5,3719.95,3719.95,431687
FR35-2-Handymax-v2-Opt,12,19.5,10,3727.21,3727.21,431688
FR35-2-Handymax-v2-Opt,12,19.5,15,3722.07,3688.7,431689
FR35-2-Handymax-v2-Opt,12,19.5,20,3706.37,3622.17,431690
FR35-2-Handymax-v2-Opt,12,19.5,25,3682.08,3539.52,431691
FR35-2-Handymax-v2-Opt,12,19.5,30,3651.29,3439.17,431692
FR35-2-Handymax-v2-Opt,12,19.5,35,3616.15,3320.26,431693
FR35-2-Handymax-v2-Opt,12,19.5,40,3578.87,3186.89,431694
FR35-2-Handymax-v2-Opt,12,19.5,45,3541.84,3046.63,431695
FR35-2-Handymax-v2-Opt,12,19.5,50,3507.73,2905.63,431696
FR35-2-Handymax-v2-Opt,12,19.5,55,3476.4,2767.97,431697
FR35-2-Handymax-v2-Opt,12,19.5,60,3445.04,2636.27,431698
FR35-2-Handymax-v2-Opt,12,19.5,65,3411.09,2513.07,431699
FR35-2-Handymax-v2-Opt,12,19.5,70,3372.44,2400.66,431700
FR35-2-Handymax-v2-Opt,12,19.5,75,3327.88,2301.34,431701
FR35-2-Handymax-v2-Opt,12,19.5,80,3279.72,2219.2,431702
FR35-2-Handymax-v2-Opt,12,19.5,85,3231.26,2158.48,431703
FR35-2-Handymax-v2-Opt,12,19.5,90,3185.47,2122.43,431704
FR35-2-Handymax-v2-Opt,12,19.5,95,3144.8,2113.2,431705
FR35-2-Handymax-v2-Opt,12,19.5,100,3110.02,2129.15,431706
FR35-2-Handymax-v2-Opt,12,19.5,105,3080.63,2165.93,431707
FR35-2-Handymax-v2-Opt,12,19.5,110,3056.08,2219.15,431708
FR35-2-Handymax-v2-Opt,12,19.5,115,3035.85,2284.51,431709
FR35-2-Handymax-v2-Opt,12,19.5,120,3019.49,2357.98,431710
FR35-2-Handymax-v2-Opt,12,19.5,125,3006.6,2435.81,431711
FR35-2-Handymax-v2-Opt,12,19.5,130,2996.78,2514.53,431712
FR35-2-Handymax-v2-Opt,12,19.5,135,2989.55,2591.2,431713
FR35-2-Handymax-v2-Opt,12,19.5,140,2984.38,2663.37,431714
FR35-2-Handymax-v2-Opt,12,19.5,145,2980.77,2728.92,431715
FR35-2-Handymax-v2-Opt,12,19.5,150,2978.17,2786.12,431716
FR35-2-Handymax-v2-Opt,12,19.5,155,2976.05,2833.48,431717
FR35-2-Handymax-v2-Opt,12,19.5,160,2974.11,2869.87,431718
FR35-2-Handymax-v2-Opt,12,19.5,165,2971.94,2894.43,431719
FR35-2-Handymax-v2-Opt,12,19.5,170,2967.19,2907.28,431720
FR35-2-Handymax-v2-Opt,12,19.5,175,2960.29,2910.96,431721
FR35-2-Handymax-v2-Opt,12,19.5,180,2956.59,2910.88,431722
FR35-2-Handymax-v2-Opt,12,20,0,3721.1,3721.1,431723
FR35-2-Handymax-v2-Opt,12,20,5,3743.29,3743.29,431724
FR35-2-Handymax-v2-Opt,12,20,10,3750.76,3750.76,431725
FR35-2-Handymax-v2-Opt,12,20,15,3745.29,3710.41,431726
FR35-2-Handymax-v2-Opt,12,20,20,3728.83,3640.81,431727
FR35-2-Handymax-v2-Opt,12,20,25,3703.47,3554.21,431728
FR35-2-Handymax-v2-Opt,12,20,30,3671.41,3448.89,431729
FR35-2-Handymax-v2-Opt,12,20,35,3634.94,3324.01,431730
FR35-2-Handymax-v2-Opt,12,20,40,3596.4,3184.3,431731
FR35-2-Handymax-v2-Opt,12,20,45,3558.37,3037.7,431732
FR35-2-Handymax-v2-Opt,12,20,50,3523.61,2890.44,431733
FR35-2-Handymax-v2-Opt,12,20,55,3491.54,2746.54,431734
FR35-2-Handymax-v2-Opt,12,20,60,3459.1,2608.76,431735
FR35-2-Handymax-v2-Opt,12,20,65,3423.59,2479.78,431736
FR35-2-Handymax-v2-Opt,12,20,70,3382.78,2362.02,431737
FR35-2-Handymax-v2-Opt,12,20,75,3335.72,2258.15,431738
FR35-2-Handymax-v2-Opt,12,20,80,3285.24,2172.78,431739
FR35-2-Handymax-v2-Opt,12,20,85,3234.83,2110.38,431740
FR35-2-Handymax-v2-Opt,12,20,90,3187.58,2074.4,431741
FR35-2-Handymax-v2-Opt,12,20,95,3145.97,2066.88,431742
FR35-2-Handymax-v2-Opt,12,20,100,3110.44,2085.35,431743
FR35-2-Handymax-v2-Opt,12,20,105,3080.43,2125.2,431744
FR35-2-Handymax-v2-Opt,12,20,110,3055.38,2181.83,431745
FR35-2-Handymax-v2-Opt,12,20,115,3034.73,2250.82,431746
FR35-2-Handymax-v2-Opt,12,20,120,3018.07,2327.96,431747
FR35-2-Handymax-v2-Opt,12,20,125,3004.96,2409.35,431748
FR35-2-Handymax-v2-Opt,12,20,130,2994.98,2491.42,431749
FR35-2-Handymax-v2-Opt,12,20,135,2987.62,2571.16,431750
FR35-2-Handymax-v2-Opt,12,20,140,2982.33,2646.05,431751
FR35-2-Handymax-v2-Opt,12,20,145,2978.55,2713.92,431752
FR35-2-Handymax-v2-Opt,12,20,150,2975.74,2772.94,431753
FR35-2-Handymax-v2-Opt,12,20,155,2973.34,2821.59,431754
FR35-2-Handymax-v2-Opt,12,20,160,2971.11,2858.69,431755
FR35-2-Handymax-v2-Opt,12,20,165,2968.45,2883.4,431756
FR35-2-Handymax-v2-Opt,12,20,170,2962.79,2895.98,431757
FR35-2-Handymax-v2-Opt,12,20,175,2955.16,2899.38,431758
FR35-2-Handymax-v2-Opt,12,20,180,2951.19,2899.19,431759
FR35-2-Handymax-v2-Opt,12,20.5,0,3743.95,3743.95,431760
FR35-2-Handymax-v2-Opt,12,20.5,5,3767.01,3767.01,431761
FR35-2-Handymax-v2-Opt,12,20.5,10,3774.69,3774.69,431762
FR35-2-Handymax-v2-Opt,12,20.5,15,3768.88,3732.51,431763
FR35-2-Handymax-v2-Opt,12,20.5,20,3751.65,3659.77,431764
FR35-2-Handymax-v2-Opt,12,20.5,25,3725.19,3569.12,431765
FR35-2-Handymax-v2-Opt,12,20.5,30,3691.84,3458.71,431766
FR35-2-Handymax-v2-Opt,12,20.5,35,3654.01,3327.75,431767
FR35-2-Handymax-v2-Opt,12,20.5,40,3614.21,3181.6,431768
FR35-2-Handymax-v2-Opt,12,20.5,45,3575.22,3028.56,431769
FR35-2-Handymax-v2-Opt,12,20.5,50,3539.82,2874.9,431770
FR35-2-Handymax-v2-Opt,12,20.5,55,3506.97,2724.6,431771
FR35-2-Handymax-v2-Opt,12,20.5,60,3473.39,2580.56,431772
FR35-2-Handymax-v2-Opt,12,20.5,65,3436.24,2445.64,431773
FR35-2-Handymax-v2-Opt,12,20.5,70,3393.17,2322.4,431774
FR35-2-Handymax-v2-Opt,12,20.5,75,3343.58,2213.91,431775
FR35-2-Handymax-v2-Opt,12,20.5,80,3290.78,2125.32,431776
FR35-2-Handymax-v2-Opt,12,20.5,85,3238.43,2061.31,431777
FR35-2-Handymax-v2-Opt,12,20.5,90,3189.76,2025.53,431778
FR35-2-Handymax-v2-Opt,12,20.5,95,3147.22,2019.77,431779
FR35-2-Handymax-v2-Opt,12,20.5,100,3110.91,2040.77,431780
FR35-2-Handymax-v2-Opt,12,20.5,105,3080.26,2083.69,431781
FR35-2-Handymax-v2-Opt,12,20.5,110,3054.68,2143.77,431782
FR35-2-Handymax-v2-Opt,12,20.5,115,3033.61,2216.4,431783
FR35-2-Handymax-v2-Opt,12,20.5,120,3016.63,2297.22,431784
FR35-2-Handymax-v2-Opt,12,20.5,125,3003.29,2382.19,431785
FR35-2-Handymax-v2-Opt,12,20.5,130,2993.14,2467.62,431786
FR35-2-Handymax-v2-Opt,12,20.5,135,2985.62,2550.45,431787
FR35-2-Handymax-v2-Opt,12,20.5,140,2980.17,2628.08,431788
FR35-2-Handymax-v2-Opt,12,20.5,145,2976.21,2698.26,431789
FR35-2-Handymax-v2-Opt,12,20.5,150,2973.14,2759.1,431790
FR35-2-Handymax-v2-Opt,12,20.5,155,2970.43,2809.02,431791
FR35-2-Handymax-v2-Opt,12,20.5,160,2967.89,2846.79,431792
FR35-2-Handymax-v2-Opt,12,20.5,165,2964.67,2871.63,431793
FR35-2-Handymax-v2-Opt,12,20.5,170,2958.05,2883.92,431794
FR35-2-Handymax-v2-Opt,12,20.5,175,2949.69,2887.05,431795
FR35-2-Handymax-v2-Opt,12,20.5,180,2945.45,2886.74,431796
FR35-2-Handymax-v2-Opt,12,21,0,3767.14,3767.14,431797
FR35-2-Handymax-v2-Opt,12,21,5,3791.09,3791.09,431798
FR35-2-Handymax-v2-Opt,12,21,10,3798.99,3798.99,431799
FR35-2-Handymax-v2-Opt,12,21,15,3792.83,3754.99,431800
FR35-2-Handymax-v2-Opt,12,21,20,3774.8,3679.05,431801
FR35-2-Handymax-v2-Opt,12,21,25,3747.23,3584.26,431802
FR35-2-Handymax-v2-Opt,12,21,30,3712.57,3468.65,431803
FR35-2-Handymax-v2-Opt,12,21,35,3673.39,3331.48,431804
FR35-2-Handymax-v2-Opt,12,21,40,3632.32,3178.8,431805
FR35-2-Handymax-v2-Opt,12,21,45,3592.38,3019.2,431806
FR35-2-Handymax-v2-Opt,12,21,50,3556.35,2859,431807
FR35-2-Handymax-v2-Opt,12,21,55,3522.68,2702.14,431808
FR35-2-Handymax-v2-Opt,12,21,60,3487.9,2551.69,431809
FR35-2-Handymax-v2-Opt,12,21,65,3449.03,2410.67,431810
FR35-2-Handymax-v2-Opt,12,21,70,3403.6,2281.79,431811
FR35-2-Handymax-v2-Opt,12,21,75,3351.46,2168.66,431812
FR35-2-Handymax-v2-Opt,12,21,80,3296.33,2076.84,431813
FR35-2-Handymax-v2-Opt,12,21,85,3242.06,2011.28,431814
FR35-2-Handymax-v2-Opt,12,21,90,3192.03,1975.84,431815
FR35-2-Handymax-v2-Opt,12,21,95,3148.53,1971.87,431816
FR35-2-Handymax-v2-Opt,12,21,100,3111.43,1995.39,431817
FR35-2-Handymax-v2-Opt,12,21,105,3080.13,2041.41,431818
FR35-2-Handymax-v2-Opt,12,21,110,3053.99,2104.95,431819
FR35-2-Handymax-v2-Opt,12,21,115,3032.49,2181.24,431820
FR35-2-Handymax-v2-Opt,12,21,120,3015.16,2265.76,431821
FR35-2-Handymax-v2-Opt,12,21,125,3001.58,2354.31,431822
FR35-2-Handymax-v2-Opt,12,21,130,2991.23,2443.11,431823
FR35-2-Handymax-v2-Opt,12,21,135,2983.55,2529.06,431824
FR35-2-Handymax-v2-Opt,12,21,140,2977.91,2609.44,431825
FR35-2-Handymax-v2-Opt,12,21,145,2973.72,2681.94,431826
FR35-2-Handymax-v2-Opt,12,21,150,2970.37,2744.59,431827
FR35-2-Handymax-v2-Opt,12,21,155,2967.33,2795.77,431828
FR35-2-Handymax-v2-Opt,12,21,160,2964.45,2834.18,431829
FR35-2-Handymax-v2-Opt,12,21,165,2960.6,2859.12,431830
FR35-2-Handymax-v2-Opt,12,21,170,2952.98,2871.12,431831
FR35-2-Handymax-v2-Opt,12,21,175,2943.88,2873.96,431832
FR35-2-Handymax-v2-Opt,12,21,180,2939.35,2873.54,431833
FR35-2-Handymax-v2-Opt,12,21.5,0,3790.7,3790.7,431834
FR35-2-Handymax-v2-Opt,12,21.5,5,3815.55,3815.55,431835
FR35-2-Handymax-v2-Opt,12,21.5,10,3823.66,3823.66,431836
FR35-2-Handymax-v2-Opt,12,21.5,15,3817.15,3777.85,431837
FR35-2-Handymax-v2-Opt,12,21.5,20,3798.31,3698.65,431838
FR35-2-Handymax-v2-Opt,12,21.5,25,3769.6,3599.64,431839
FR35-2-Handymax-v2-Opt,12,21.5,30,3733.61,3478.71,431840
FR35-2-Handymax-v2-Opt,12,21.5,35,3693.05,3335.22,431841
FR35-2-Handymax-v2-Opt,12,21.5,40,3650.73,3175.9,431842
FR35-2-Handymax-v2-Opt,12,21.5,45,3609.87,3009.64,431843
FR35-2-Handymax-v2-Opt,12,21.5,50,3573.19,2842.76,431844
FR35-2-Handymax-v2-Opt,12,21.5,55,3538.67,2679.18,431845
FR35-2-Handymax-v2-Opt,12,21.5,60,3502.64,2522.15,431846
FR35-2-Handymax-v2-Opt,12,21.5,65,3461.97,2374.86,431847
FR35-2-Handymax-v2-Opt,12,21.5,70,3414.08,2240.22,431848
FR35-2-Handymax-v2-Opt,12,21.5,75,3359.37,2122.39,431849
FR35-2-Handymax-v2-Opt,12,21.5,80,3301.92,2027.35,431850
FR35-2-Handymax-v2-Opt,12,21.5,85,3245.74,1960.31,431851
FR35-2-Handymax-v2-Opt,12,21.5,90,3194.39,1925.32,431852
FR35-2-Handymax-v2-Opt,12,21.5,95,3149.92,1923.14,431853
FR35-2-Handymax-v2-Opt,12,21.5,100,3112,1949.22,431854
FR35-2-Handymax-v2-Opt,12,21.5,105,3080.02,1998.34,431855
FR35-2-Handymax-v2-Opt,12,21.5,110,3053.31,2065.36,431856
FR35-2-Handymax-v2-Opt,12,21.5,115,3031.35,2145.32,431857
FR35-2-Handymax-v2-Opt,12,21.5,120,3013.68,2233.55,431858
FR35-2-Handymax-v2-Opt,12,21.5,125,2999.83,2325.7,431859
FR35-2-Handymax-v2-Opt,12,21.5,130,2989.27,2417.91,431860
FR35-2-Handymax-v2-Opt,12,21.5,135,2981.39,2506.98,431861
FR35-2-Handymax-v2-Opt,12,21.5,140,2975.54,2590.12,431862
FR35-2-Handymax-v2-Opt,12,21.5,145,2971.1,2664.95,431863
FR35-2-Handymax-v2-Opt,12,21.5,150,2967.43,2729.41,431864
FR35-2-Handymax-v2-Opt,12,21.5,155,2964.04,2781.82,431865
FR35-2-Handymax-v2-Opt,12,21.5,160,2960.79,2820.85,431866
FR35-2-Handymax-v2-Opt,12,21.5,165,2956.24,2845.88,431867
FR35-2-Handymax-v2-Opt,12,21.5,170,2947.58,2857.57,431868
FR35-2-Handymax-v2-Opt,12,21.5,175,2937.72,2860.13,431869
FR35-2-Handymax-v2-Opt,12,21.5,180,2932.91,2859.58,431870
FR35-2-Handymax-v2-Opt,12,22,0,3814.6,3814.6,431871
FR35-2-Handymax-v2-Opt,12,22,5,3840.37,3840.37,431872
FR35-2-Handymax-v2-Opt,12,22,10,3848.7,3848.7,431873
FR35-2-Handymax-v2-Opt,12,22,15,3841.82,3801.11,431874
FR35-2-Handymax-v2-Opt,12,22,20,3822.16,3718.57,431875
FR35-2-Handymax-v2-Opt,12,22,25,3792.3,3615.26,431876
FR35-2-Handymax-v2-Opt,12,22,30,3754.96,3488.89,431877
FR35-2-Handymax-v2-Opt,12,22,35,3713.02,3338.97,431878
FR35-2-Handymax-v2-Opt,12,22,40,3669.44,3172.93,431879
FR35-2-Handymax-v2-Opt,12,22,45,3627.67,2999.9,431880
FR35-2-Handymax-v2-Opt,12,22,50,3590.34,2826.18,431881
FR35-2-Handymax-v2-Opt,12,22,55,3554.94,2655.72,431882
FR35-2-Handymax-v2-Opt,12,22,60,3517.61,2491.94,431883
FR35-2-Handymax-v2-Opt,12,22,65,3475.05,2338.24,431884
FR35-2-Handymax-v2-Opt,12,22,70,3424.62,2197.7,431885
FR35-2-Handymax-v2-Opt,12,22,75,3367.31,2075.12,431886
FR35-2-Handymax-v2-Opt,12,22,80,3307.54,1976.87,431887
FR35-2-Handymax-v2-Opt,12,22,85,3249.48,1908.41,431888
FR35-2-Handymax-v2-Opt,12,22,90,3196.83,1873.99,431889
FR35-2-Handymax-v2-Opt,12,22,95,3151.37,1873.59,431890
FR35-2-Handymax-v2-Opt,12,22,100,3112.62,1902.22,431891
FR35-2-Handymax-v2-Opt,12,22,105,3079.93,1954.46,431892
FR35-2-Handymax-v2-Opt,12,22,110,3052.64,2024.97,431893
FR35-2-Handymax-v2-Opt,12,22,115,3030.2,2108.63,431894
FR35-2-Handymax-v2-Opt,12,22,120,3012.17,2200.6,431895
FR35-2-Handymax-v2-Opt,12,22,125,2998.03,2296.36,431896
FR35-2-Handymax-v2-Opt,12,22,130,2987.24,2391.99,431897
FR35-2-Handymax-v2-Opt,12,22,135,2979.14,2484.21,431898
FR35-2-Handymax-v2-Opt,12,22,140,2973.05,2570.13,431899
FR35-2-Handymax-v2-Opt,12,22,145,2968.34,2647.29,431900
FR35-2-Handymax-v2-Opt,12,22,150,2964.32,2713.55,431901
FR35-2-Handymax-v2-Opt,12,22,155,2960.56,2767.19,431902
FR35-2-Handymax-v2-Opt,12,22,160,2956.9,2806.81,431903
FR35-2-Handymax-v2-Opt,12,22,165,2951.58,2831.9,431904
FR35-2-Handymax-v2-Opt,12,22,170,2941.85,2843.28,431905
FR35-2-Handymax-v2-Opt,12,22,175,2931.23,2845.54,431906
FR35-2-Handymax-v2-Opt,12,22,180,2926.12,2844.86,431907
FR35-2-Handymax-v2-Opt,12,22.5,0,3838.87,3838.87,431908
FR35-2-Handymax-v2-Opt,12,22.5,5,3865.56,3865.56,431909
FR35-2-Handymax-v2-Opt,12,22.5,10,3874.11,3874.11,431910
FR35-2-Handymax-v2-Opt,12,22.5,15,3866.86,3824.76,431911
FR35-2-Handymax-v2-Opt,12,22.5,20,3846.36,3738.83,431912
FR35-2-Handymax-v2-Opt,12,22.5,25,3815.32,3631.12,431913
FR35-2-Handymax-v2-Opt,12,22.5,30,3776.62,3499.2,431914
FR35-2-Handymax-v2-Opt,12,22.5,35,3733.28,3342.74,431915
FR35-2-Handymax-v2-Opt,12,22.5,40,3688.45,3169.89,431916
FR35-2-Handymax-v2-Opt,12,22.5,45,3645.8,2989.98,431917
FR35-2-Handymax-v2-Opt,12,22.5,50,3607.81,2809.28,431918
FR35-2-Handymax-v2-Opt,12,22.5,55,3571.49,2631.76,431919
FR35-2-Handymax-v2-Opt,12,22.5,60,3532.79,2461.07,431920
FR35-2-Handymax-v2-Opt,12,22.5,65,3488.26,2300.79,431921
FR35-2-Handymax-v2-Opt,12,22.5,70,3435.23,2154.25,431922
FR35-2-Handymax-v2-Opt,12,22.5,75,3375.3,2026.86,431923
FR35-2-Handymax-v2-Opt,12,22.5,80,3313.2,1925.41,431924
FR35-2-Handymax-v2-Opt,12,22.5,85,3253.28,1855.61,431925
FR35-2-Handymax-v2-Opt,12,22.5,90,3199.35,1821.82,431926
FR35-2-Handymax-v2-Opt,12,22.5,95,3152.88,1823.21,431927
FR35-2-Handymax-v2-Opt,12,22.5,100,3113.28,1854.4,431928
FR35-2-Handymax-v2-Opt,12,22.5,105,3079.87,1909.78,431929
FR35-2-Handymax-v2-Opt,12,22.5,110,3051.97,1983.8,431930
FR35-2-Handymax-v2-Opt,12,22.5,115,3029.05,2071.17,431931
FR35-2-Handymax-v2-Opt,12,22.5,120,3010.62,2166.88,431932
FR35-2-Handymax-v2-Opt,12,22.5,125,2996.2,2266.28,431933
FR35-2-Handymax-v2-Opt,12,22.5,130,2985.15,2365.36,431934
FR35-2-Handymax-v2-Opt,12,22.5,135,2976.8,2460.75,431935
FR35-2-Handymax-v2-Opt,12,22.5,140,2970.45,2549.47,431936
FR35-2-Handymax-v2-Opt,12,22.5,145,2965.43,2628.95,431937
FR35-2-Handymax-v2-Opt,12,22.5,150,2961.03,2697.01,431938
FR35-2-Handymax-v2-Opt,12,22.5,155,2956.89,2751.86,431939
FR35-2-Handymax-v2-Opt,12,22.5,160,2952.78,2792.05,431940
FR35-2-Handymax-v2-Opt,12,22.5,165,2946.62,2817.18,431941
FR35-2-Handymax-v2-Opt,12,22.5,170,2935.8,2828.24,431942
FR35-2-Handymax-v2-Opt,12,22.5,175,2924.39,2830.21,431943
FR35-2-Handymax-v2-Opt,12,22.5,180,2918.98,2829.4,431944
FR35-2-Handymax-v2-Opt,12,23,0,3863.48,3863.48,431945
FR35-2-Handymax-v2-Opt,12,23,5,3891.13,3891.13,431946
FR35-2-Handymax-v2-Opt,12,23,10,3899.9,3899.9,431947
FR35-2-Handymax-v2-Opt,12,23,15,3892.26,3848.8,431948
FR35-2-Handymax-v2-Opt,12,23,20,3870.9,3759.42,431949
FR35-2-Handymax-v2-Opt,12,23,25,3838.67,3647.23,431950
FR35-2-Handymax-v2-Opt,12,23,30,3798.59,3509.65,431951
FR35-2-Handymax-v2-Opt,12,23,35,3753.84,3346.55,431952
FR35-2-Handymax-v2-Opt,12,23,40,3707.76,3166.79,431953
FR35-2-Handymax-v2-Opt,12,23,45,3664.25,2979.89,431954
FR35-2-Handymax-v2-Opt,12,23,50,3625.59,2792.05,431955
FR35-2-Handymax-v2-Opt,12,23,55,3588.32,2607.31,431956
FR35-2-Handymax-v2-Opt,12,23,60,3548.19,2429.55,431957
FR35-2-Handymax-v2-Opt,12,23,65,3501.6,2262.53,431958
FR35-2-Handymax-v2-Opt,12,23,70,3445.9,2109.86,431959
FR35-2-Handymax-v2-Opt,12,23,75,3383.35,1977.64,431960
FR35-2-Handymax-v2-Opt,12,23,80,3318.91,1872.98,431961
FR35-2-Handymax-v2-Opt,12,23,85,3257.16,1801.9,431962
FR35-2-Handymax-v2-Opt,12,23,90,3201.96,1768.81,431963
FR35-2-Handymax-v2-Opt,12,23,95,3154.46,1771.99,431964
FR35-2-Handymax-v2-Opt,12,23,100,3113.98,1805.75,431965
FR35-2-Handymax-v2-Opt,12,23,105,3079.82,1864.27,431966
FR35-2-Handymax-v2-Opt,12,23,110,3051.3,1941.82,431967
FR35-2-Handymax-v2-Opt,12,23,115,3027.87,2032.93,431968
FR35-2-Handymax-v2-Opt,12,23,120,3009.05,2132.41,431969
FR35-2-Handymax-v2-Opt,12,23,125,2994.31,2235.45,431970
